Event Picture Ref No,Event Name,Description,Interest,Start Time,Finish Time,Event Date,End Date,Reapeat,Location,Lat/Lon,Website,Contact Number
Bellagio_J.jpg,Le Cirque,"The name is legendary. The experience unforgettable. Immerse yourself in the brilliant colors of this lakeside destination and prepare for a meal as bold and transcendent as your surroundings. Le Cirque's opulent dining room, designed by Adam D. Tihany, exudes celebration, setting the stage for an inimitable French menu that has drawn raves and accolades?including a perennial AAA Five Diamond Award rating and Forbes Travel Guide 5 Star Rating ?since the restaurant?s creation by Sirio Maccioni . A coveted wine list and attentive service complete an evening at Le Cirque?one that will remain in your memory for years to come.",Restaurants,5:00:00 PM,10:00:00 PM,01.01.2019,31.12.2019,"Tue, Wed, Thu, Fri, Sat, Sun","3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/le-cirque.html,702 693 8865
Bellagio_O.jpg,Picasso,"I've seen guests, they have four-courses of the quail, even for dessert! This is a true story..""
?Chef Julian Serrano

What could be more delightful for a pre-theatre meal or a decadent degustation menu experience than to dine in a AAA and Forbes Travel guide 5 Star Rating restaurant celebrating two beloved sons of Spain? Pablo Picasso?s renowned paintings and charming ceramic pieces grace the walls of Picasso, while the tables are laid with incredible dishes from Executive Chef Julian Serrano, inspired by the regional cuisine of Spain as well as France.

Picasso also boasts a wine cellar stocked with more than 1,500 selections from the finest European vineyards.",Restaurants,5:30:00 PM,10:00:00 PM,01.01.2019,31.12.2019,"Fri, Sat","3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/picasso.html,702 693 8865
Bellagio_L.jpg,Michael Mina,"""When you're born in Egypt you get 3 professions to choose from: doctor, lawyer, or engineer ?when I told my father I wanted to go to cooking school it was a little bit of a shock."" ? Chef Michael Mina
Lucky for us, Michelin award-winning chef Michael Mina skipped the traditional occupations and built a culinary empire that includes his eponymous restaurant here at Bellagio. The sleek atmosphere is the perfect complement to Mina?s contemporary cuisine featuring innovative seafood preparations, vegetarian and seasonal dishes. Executive Chef Nick Sharpe, an emerging talent in his own right, brings Mina?s menu to life with a brilliant fusion of flavors. To further enhance an already exquisite dining experience, our Sommelier will recommend wine pairings from the extensive wine list, which features limited production American and European vineyard selections.",Restaurants,5:30:00 PM,9:30:00 PM,01.01.2019,31.12.2019,Everday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/michael-mina.html,702 693 8865
Bellagio_G.jpg,Jasmine,"Enter this exquisite garden and lake-view destination and breathe in the exotic aroma of Cantonese, Szechwan and Hunan cuisine. Welcome to a Chinese restaurant that exceeds all expectations. At Jasmine, Nouvelle Hong Kong cuisine is accompanied by authentic and replicated Chinese art to create a transcendent dining experience that will arouse all senses.",Restaurants,5:30:00 PM,10:00:00 PM,01.01.2019,31.12.2019,Everday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/jasmine.html,702 693 8865
Bellagio_M.jpg,Noodles,"With authentic regional noodle dishes from all over Asia, Noodles offers a lunch or dinner experience featuring as much fun as flavor. Executive Chef Patrick Lee looks to the traditional dishes of Thailand, Japan, China and Vietnam, offering an impressive selection that includes Pad Thai, Laksa, Udon, soba, Singapore noodles, vermicelli and Pho. Old-time favorites?beef, chicken and fish plus vegetables?are also offered, served over steamed rice. The extensive menu extends even further to include barbecued and roasted dishes, seafood specialties, soups, congee and traditional Asian desserts",Restaurants,11:00:00 AM,2:00:00 AM,01.01.2019,31.12.2019,Everday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/noodles.html,702 693 8865
Bellagio_H.jpg,Jean Philippe,"It's only fitting that our world-class AAA Five Diamond award-winning resort would have its own World Pastry Champion. The artistic genius of that champion, Chef Jean Philippe Maury, is showcased daily at his Jean-Philippe Patisserie. You'll be welcomed into this imaginative display by a breathtaking chocolate fountain. This floor-to-ceiling constructions of cascading melted chocolate is a fitting entr‚e to a wonderful world of carefully crafted chocolates, cookies, cakes, crepes, salads, sandwiches and more.",Restaurants,6:00:00 AM,11:00:00 PM,01.01.2019,31.12.2019,"Mon, Tue, Wed, Thu","3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/jean-philippe.html,702 693 8865
Bellagio_H.jpg,Jean Philippe,"It's only fitting that our world-class AAA Five Diamond award-winning resort would have its own World Pastry Champion. The artistic genius of that champion, Chef Jean Philippe Maury, is showcased daily at his Jean-Philippe Patisserie. You'll be welcomed into this imaginative display by a breathtaking chocolate fountain. This floor-to-ceiling constructions of cascading melted chocolate is a fitting entr‚e to a wonderful world of carefully crafted chocolates, cookies, cakes, crepes, salads, sandwiches and more.",Restaurants,6:00:00 AM,12:00:00 AM,01.01.2019,31.12.2019,"Fri, Sat","3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/jean-philippe.html,702 693 8865
Bellagio_N.jpg,Petrossian Bar,"Petrossian opens every afternoon to share a bit of European flavor with guests in the form of a traditional Afternoon Tea Service from 1:00 PM - 4:00 PM. Come, sit and enjoy open-faced sandwiches, English tea sandwiches, freshly baked scones with clotted cream, Baxter's preserves, assorted miniature pastry delicacies and, of course, teas imported from around the world.",Restaurants,12:00:00 AM,11:59:00 PM,01.01.2019,31.12.2019,Everday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/nightlife/petrossian-bar.html,702 693 8865
Bellagio_C.jpg,Caf‚ Bellagio,"With intricately detailed interiors reminiscent of the best European cafes, Caf‚ Bellagio welcomes guests into a light and airy space overlooking the resort?s Mediterranean-style pool and the flora of the Conservatory & Botanical Gardens. Open early & late, serving breakfast, lunch, dinner, and late-night supper selections. Caf‚ Bellagio is a go-to for all of your beloved caf‚ favorites?served here with a delightful twist.",Restaurants,6:00:00 AM,1:00:00 AM,01.01.2019,31.12.2019,Everday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/cafe-bellagio.html,702 693 8865
Bellagio_U.jpg,Quick Eats,"Need a quick bite? Then we suggest our most casual fare, including Caf‚ Gelato, Palio, Palio Pronto, Snacks at the Race & Sports Book or The Pool Caf‚. In addition, Bellagio is pleased to offer Cold-Pressed Juice at Caf‚ Gelato, Palio, and Snacks which is made without heat for maximum nutrition, taste and freshness.",Restaurants,6:00:00 AM,12:30:00 AM,01.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/quick-eats.html,702 693 8865
Bellagio_U.jpg,Quick Eats,"Need a quick bite? Then we suggest our most casual fare, including Caf‚ Gelato, Palio, Palio Pronto, Snacks at the Race & Sports Book or The Pool Caf‚. In addition, Bellagio is pleased to offer Cold-Pressed Juice at Caf‚ Gelato, Palio, and Snacks which is made without heat for maximum nutrition, taste and freshness.",Restaurants,6:00:00 AM,3:00:00 AM,01.01.2019,31.12.2019,"Fri, Sat","3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/quick-eats.html,702 693 8865
Bellagio_N.jpg,Palio,"Start your day right or take a break for an espresso, pastry or a more substantial snack in this delightful caf‚.",Restaurants,6:00:00 AM,6:00:00 PM,01.01.2019,31.12.2019,Everday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/restaurants/quick-eats.html,702 693 8865
